Publication Type,Authors,Article Title,Source Title,Language,Document Type,Author Keywords,Keywords Plus,Abstract,"Type (research, intervention, review)",Country,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas
J,"Conkling, TJ; McClure, CJW; Cuadros, S; Loss, SR; Katzner, TE",Limited rigor in studies of raptor mortality and mitigation at wind power facilities,BIOLOGICAL CONSERVATION,English,Article,Experimental design; Fatalities; Mitigation; Raptors; Renewable energy; Wind energy,ENERGY DEVELOPMENT METHODS; TOP PREDATORS; BIRD; BATS; IMPACTS; CONSERVATION; RATES,"Wind power is an expanding source of renewable energy. However, there are ecological challenges related to wind energy generation, including collisions of wildlife with turbines. Lack of rigor, and variation in study design, together limit efforts to understand the broad-scale effects of wind power infrastructure on wildlife populations. It is not clear, however, whether these types of limitations apply to groups of birds such as raptors that are particularly vulnerable to negative effects of wind energy. We reviewed 672 peer-reviewed publications, unpublished reports, and citations from 321 wind facilities in 12 countries to evaluate methods used to monitor and mitigate for wind facility impacts on raptors. Most reports that included raptor monitoring (86 %, n = 461) only conducted post-construction monitoring for raptor fatalities, while few (12 %; n = 65) estimated pre -construction raptor use. Only 27 % of facilities (n = 62) provided estimates of fatalities or raptor use across multiple construction phases, and the percentage of facilities with data available from multiple construction periods has not changed over time. A formal experimental study design was incorporated into surveys at only 29 % of facilities. Finally, mitigation practices to reduce impacts on raptors were only reported at 23 % of facilities. Our results suggest that rigorous data collection on wind energy impacts to raptors is rare, and that mitigation of detrimental effects is seldom reported. Expanding the use of rigorous research approaches and increasing data availability would improve understanding of the regional and global effects of wind energy on raptor populations.",no,,74,1,1,1,1,BIOL CONSERV,Biol. Conserv.,NOV,2022,275,,10.1016/j.biocon.2022.109707,http://dx.doi.org/10.1016/j.biocon.2022.109707,,22-Oct,9,Biodiversity Conservation; Ecology; Environmental Sciences,Science Citation Index Expanded (SCI-EXPANDED),Biodiversity & Conservation; Environmental Sciences & Ecology
J,"Dai, KS; Bergot, A; Liang, C; Xiang, WN; Huang, ZH",Environmental issues associated with wind energy - A review,RENEWABLE ENERGY,English,Review,Wind energy; Environmental impact; Mitigation measure; Literature review,PUBLIC PERCEPTIONS; BAT FATALITIES; VISUAL IMPACT; FARMS; BIRD; TURBINES; MORTALITY; SCALE; ATTITUDES; POWER,"Recognized as one of the most mature renewable energy technologies, wind energy has been developing rapidly in recent years. Many countries have shown interest in utilizing wind power, but they are concerned about the environmental impacts of the wind farms. The continuous growth of the wind energy industry in many parts of the world, especially in some developing countries and ecologically vulnerable regions, necessitates a comprehensive understanding of wind farm induced environmental impacts. The environmental issues caused by wind farms were reviewed in this paper by summarizing existing studies. Available mitigation measures to minimize these adverse environmental impacts were discussed in this document. The intention of this paper is to provide state-of-the-art knowledge about environmental issues associated with wind energy development as well as strategies to mitigate environmental impacts to wind energy planners and developers. (C) 2014 Elsevier Ltd. All rights reserved.",no,,151,238,245,20,324,RENEW ENERG,Renew. Energy,MAR,2015,75,,10.1016/j.renene.2014.10.074,http://dx.doi.org/10.1016/j.renene.2014.10.074,,,11,Green & Sustainable Science & Technology; Energy & Fuels,Science Citation Index Expanded (SCI-EXPANDED),Science & Technology - Other Topics; Energy & Fuels
J,"Samir, M; Singh, G","PI, PID and FOPID Controllers Analysis of Grid Connected Doubly Fed Induction Machine Optimized Using Meta Heuristic Algorithms",JOURNAL OF ELECTRICAL ENGINEERING & TECHNOLOGY,English,Article,Doubly fed induction motor (DFIM); Antlion optimization (ALO); Wind Farm (WF); PID; FOPID; Controller; Wind speed,WIND TURBINE; DESIGN,"The focus of the world is now on reducing the carbon footprint which has led to a greater effort for generating electrical energy using non-conventional energy sources particularly wind and solar. The wind turbines are invariably using doubly fed asynchronous generator. This paper considers control of a doubly fed induction machine (DFIM). A proportional integral (PI) controller, proportional integral and derivative (PID) and fractional order PID (FOPID) have been proposed for control of DFIM. The controllers have been optimized using bat optimization and antlion optimization (ALO) resulting in optimized control of the system. The controllers enhanced the system response in terms of settling time, rise time and other parameters. However, FOPID controller gave the overall better performance in terms of parameters like rise time, settling time, settling minimum, peak and peak time. The results were obtained using MATLAB. This paper adequately discusses DFIM operation and optimization method.",no,,46,0,0,2,3,J ELECTR ENG TECHNOL,J. Electr. Eng. Technol.,MAY,2023,18,3,10.1007/s42835-022-01323-9,http://dx.doi.org/10.1007/s42835-022-01323-9,,22-Dec,9,"Engineering, Electrical & Electronic",Science Citation Index Expanded (SCI-EXPANDED),Engineering
C,"Jancevska, M; Glamocanin, V",Spatial Mapping and Guidelines on the Environmental Impact Assessment of Wind Parks in Republic of Macedonia,2013 IEEE EUROCON,English,Proceedings Paper,GIS; data sets; wind park; thematic map; environmental impact assessment,,"The cost of generating electricity from wind is becoming competitive vis-a-vis new-build fuel driven plants, especially with respect to constant increase of prices of oil and gas, but also with respect to the new barriers and resistance against nuclear generation (especially after Fukushima nuclear plant disaster). On the other hand, wind energy as an alternative to thermal power plants is a clean source of energy that produces no greenhouse gas emissions, wastewaters and solid waste, and last but not least, there is no fuel requirement for WindPark. The percentage of participation of RES in the total consumption of final energy by 2020 in Macedonia should be equal to 21%. Following the principle of the promotion of sustainable regional and environmental development as direct implementation of EU policies, the aim of the study presented in this paper is to deliver a framework for spatial planning and sustainable development by detecting the potential areas for investment in wind energy sources. The study presented in this paper promotes eight potential locations for building of wind parks, presents the requirements and procedures to local and international investors, and facilitates the building of wind parks in a very short time. The evaluation of the impact analyses that wind parks may have on the environment and to offer possible mitigation techniques, this study presents the results of the detailed analysis for selection of potential locations for building of wind parks by mapping of: potential number of wind generators on selected wind parks sites; locations of neighbouring objects which might cause interaction and the effect of cumulative influence; the impact of sound emission (in terms of loudness) to local population; energy connection to existing or new energy infrastructure (layout of lines, location of substations); ground transportation and traffic infrastructure; geological aspects (terrain stability, erosion of the soil); seismological activity of the terrain, conformity of urban planning with respect to protection of natural disasters, protection of cultural and historic heritage; touristic regions, zones and locations; biological diversity including the fatalities of birds and bats from collisions with wind turbines; etc. In addition, software Arc GIS is applied also for analysis of the crossing points with respect to the existing and planned transmission power lines on 110 kV, 220 kV and 400 kV, but also with proposed oil-pipeline AMBO, constructed oil-pipeline Thessaloniki-Skopje, new proposed route of the pipeline, by applying safety measures and minimum allowed distance.",no,,4,0,0,0,24,,,,2013,,,,,,,4,"Computer Science, Information Systems; Computer Science, Theory & Methods; Telecommunications",Conference Proceedings Citation Index - Science (CPCI-S),Computer Science; Telecommunications
J,"Kitano, M; Ino, M; Smallwood, KS; Shiraki, S","Seasonal Difference in Carcass Persistence Rates at Wind Farms with Snow, Hokkaido, Japan",ORNITHOLOGICAL SCIENCE,English,Article,Bird collision; Carcass persistence trial; Fatality estimate; Scavenger removal; Snow cover,INTERVAL-CENSORED-DATA; BIRD MORTALITY; BAT FATALITY; SURVIVAL; TURBINES,"Carcass persistence rates strongly affect estimation of avian fatalities resulting from collisions with wind turbines. Our aim was to compare bird carcass persistence rates based on trials during different seasons at wind farms where the ground was snow covered in winter. Carcass persistence was found to be considerably shorter during late winter than during summer/autumn, and was considered to result from food shortages for terrestrial vertebrate scavengers during winter, and the higher visibility of carcasses resting on snow-covered ground in late winter. It is critical to represent carcass persistence rates in different seasons at wind farms.",no,,33,2,2,1,6,ORNITHOL SCI,Ornithol. Sci.,JAN,2020,19,1,10.2326/osj.19.63,http://dx.doi.org/10.2326/osj.19.63,,,9,Ornithology,Science Citation Index Expanded (SCI-EXPANDED),Zoology
B,"Logan, J; Kaplan, SM","WIND POWER IN THE UNITED STATES: TECHNOLOGY, ECONOMIC, AND POLICY ISSUES","WIND POWER: TECHNOLOGY, ECONOMICS AND POLICIES",English,Article; Book Chapter,,,"Rising energy prices and concern over greenhouse gas emissions have focused congressional attention on energy alternatives, including wind power. Although wind power currently provides only about 1% of U.S. electricity needs, it is growing more rapidly than any other energy source. In 2007, over 5,000 megawatts of new wind generating capacity were installed in the United States, second only to new natural gas-fired generating capacity. Wind power has become mainstream in many regions of the country, and is no longer considered an alternative energy source. Wind energy has become increasingly competitive with other power generation options. Wind technology has improved significantly over the past two decades. CRS analysis presented here shows that wind energy still depends on federal tax incentives to compete, but that key uncertainties like climate policy, fossil fuel prices, and technology progress could dominate future cost competitiveness. A key challenge for wind energy is that electricity production depends on when winds blow rather than when consumers need power. Wind's variability can create added expenses and complexity in balancing Supply and demand on the grid. Recent studies imply that these integration costs do not become significant (5-10% of wholesale prices) until wind turbines account for 15-30% of the capacity in a given control area. Another concern is that new transmission infrastructure will be required to send the wind-generated power to demand centers. Building new lines can be expensive and time-consuming, and there are debates over how construction costs should be allocated among end-users and which pricing methodologies are best. Opposition to wind power arises for environmental, aesthetic, or aviation security reasons. New public-private partnerships have been established to address more comprehensively problems with avian (bird and bat) deaths resulting from wind farms. Some stakeholders oppose the construction of wind plants for visual reasons, especially in pristine or highly-valued areas. A debate over the potential for wind turbines to interfere with aviation radar emerged in 2006, but most experts believe any possible problems are economically and technically manageable. Federal wind power policy has centered primarily on the production tax credit (PTC), a business incentive to operate wind facilities. The PTC is set to expire on December 31, 2008. Analysts and wind industry representatives argue that the on- again off-again nature of the PTC is inefficient and leads to higher costs for the industry. While there is often bipartisan support for the PTC in Congress, debate centers more fundamentally on how to offset its revenue losses. A federal renewable portfolio standard - which would mandate wind power levels - was rejected in the Senate in late 2007; its future is uncertain. If wind is to Supply Lip to 20% of the nation's power by 2030, as suggested by a recent U.S. Department of Energy report, additional federal policies will likely be required to overcome barriers, and ensure development of an efficient wind market.",no,,26,10,10,0,10,,,,2008,,,,,,,46,Energy & Fuels; Public Administration,Book Citation Index – Social Sciences & Humanities (BKCI-SSH); Book Citation Index – Science (BKCI-S),Energy & Fuels; Public Administration
J,"Valdez, EW; Cryan, PM",FOOD HABITS OF THE HOARY BAT (LASIURUS CINEREUS) DURING SPRING MIGRATION THROUGH NEW MEXICO,SOUTHWESTERN NATURALIST,English,Article,,LASIONYCTERIS-NOCTIVAGANS BATS; RANGE FORAGING STRATEGIES; PREY SELECTION; WIND TURBINES; NORTH-AMERICA; FATALITIES; CONSEQUENCES; POPULATIONS; COMMUNITY,"Hoary bats (Lasiurus cinereus) exhibit continental patterns of migration thin arc unique to bats, but. details about their behaviors during migration are lacking. We captured 177 hoary bats in spring and early summer 2002 as individuals migrated through the Sandia Mountains of north-central New Mexico. Our results support, earlier observations of asynchronous timing of migration between sexes of L cinereus during spring, with females preceding males by ca. 1 month. We provide the first evidence that. hoary bats may travel in dispersed groups, fly below the tree canopy along streams, and feed while migrating during spring. Analysis of guano revealed that diet of L. cinereus consisted mostly of moths, with more than one-half of samples identified as Noctuidae and Geometridae. We observed a late-spring decline in consumption of moths that might be related to seasonal changes in abundance of prey, differential selection of prey by bats, or sampling bias. We suspect that spring migration of L. cinereus through New Mexico temporally coincides with the seasonal abundance of moths.",no,,32,29,30,0,37,SOUTHWEST NAT,Southw. Natural.,JUN,2009,54,2,10.1894/PS-45.1,http://dx.doi.org/10.1894/PS-45.1,,,6,Biodiversity Conservation; Ecology,Science Citation Index Expanded (SCI-EXPANDED),Biodiversity & Conservation; Environmental Sciences & Ecology
J,"Roman, PR; Salinas, CO; Araujo, BM",Assessing the effect of wind farms in fauna with a mathematical model,SCIENTIFIC REPORTS,English,Article,,ENERGY DEVELOPMENT METHODS; BIRD COLLISIONS; BAT FATALITY; MORTALITY; TURBINES; IMPACTS,"Energy production by wind turbines has many advantages. The wind is a renewable energy that does not emit greenhouse gases and has caused a considerable increase in wind farms around the world. However, this type of energy is not completely free of impact. In particular, wind turbines displace and kill a wide variety of wild species what forces us to plan their location well. In any case, the determination of the effects of wind farms on fauna, especially the flying one, is difficult to determine and depends on several factors. In this work, we will try to establish a mathematical algorithm that allows us to combine all variables that affect the species with the idea of quantifying the effect that can cause the installation of a wind farm with certain characteristics in a given place. We have considered specific parameters of wind farms, the most relevant environmental characteristics related to the location of the wind farm, and morphological, ethological and legal characteristics in the species. Two types of assessment are established for the definitive valuation. Total Assessment and Weighted Assessment. Total Valuation is established based on a reference scale that will allow us to establish categories of affection for the different species while Weighted valuation allows us to establish which species are most affected.",no,,45,1,1,1,11,SCI REP-UK,Sci Rep,8-Sep,2020,10,1,10.1038/s41598-020-71758-5,http://dx.doi.org/10.1038/s41598-020-71758-5,,,11,Multidisciplinary Sciences,Science Citation Index Expanded (SCI-EXPANDED),Science & Technology - Other Topics
J,"Burch, C; Loraamm, R; Gliedt, T","The Green on Green Conflict in Wind Energy Development: A Case Study of Environmentally Conscious Individuals in Oklahoma, USA",SUSTAINABILITY,English,Article,wind energy; natural resources; green on green conflict; public perception,GREATER PRAIRIE-CHICKENS; RENEWABLE ENERGY; PUBLIC PERCEPTIONS; ATTITUDES; FARMS; TURBINES; IMPACTS; CONSERVATION; ACCEPTANCE; CHALLENGES,"Development in wind energy technology and deployment of infrastructure reduces reliance on fossil fuels and can further energy security goals. Wind energy, however, can conflict with other green interests. The goal of this research was to examine the perceptions of environmentally conscious individuals at the intersection of wind energy development and biodiversity conservation interests. A majority of respondents identified that they cared very much about both renewable energy development as well as biodiversity conservation. We found that while participants were aware of the shifting causes of mortality of bird populations, they were less aware of the implications of wind energy on bat populations. In addition, attitudes towards biodiversity conservation as well as wind energy development were statistically significant when looking at the identification of some impacts. Most participants were willing to support wind energy development considering trade-offs related to factors such as visual impacts or economic benefits if it had no impacts on biodiversity conservation. Our research shows that environmentally conscious individuals are well-informed on only some impacts of wind energy development. Results also suggest that biodiversity conservation impacts are prioritized by environmentally conscious individuals when gauging support for wind energy development. As sustainable development continues, it is important to consider this green on green conflict, as renewable energy development is not only confronted by general issues of public opposition, but also specific environmental complaints.",no,,50,8,8,3,16,SUSTAINABILITY-BASEL,Sustainability,OCT,2020,12,19,10.3390/su12198184,http://dx.doi.org/10.3390/su12198184,,,22,Green & Sustainable Science & Technology; Environmental Sciences; Environmental Studies,Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI),Science & Technology - Other Topics; Environmental Sciences & Ecology
C,"Mirzaei, G; Jamali, MM; Ross, JD; Gorsevski, PV; Bingman, VP",Fuzzy Clustering in Avian Infrared Imagery Application,2014 IEEE INTERNATIONAL CONFERENCE ON ELECTRO/INFORMATION TECHNOLOGY (EIT),English,Proceedings Paper,,BAT FATALITIES,"There are large number of reports regarding bird and bat mortality due to strikes with turbine blades in wind farm applications. This issue is threatening the avian life especially migratory birds and bats. Avian monitoring techniques can be used to detect bird and bats, assess their activity, and make intelligent decision for construction of wind farms. In this paper, an IR monitoring approach is used for monitoring birds and bats in an area potential for future construction of wind turbines. As there is no a priori database of images for local birds/bats, clustering is used as an effective technique to group different avian categories. Fuzzy C Means is developed in this application to cluster the targets into birds, bats, and insects groups. The results are then compared with a hard Ant Clustering Algorithm. The number of created clusters and number of individuals in each cluster are then compared.",no,,12,1,1,0,4,INT CONF ELECTRO INF,,,2014,,,,,,,4,"Computer Science, Interdisciplinary Applications; Engineering, Electrical & Electronic",Conference Proceedings Citation Index - Science (CPCI-S),Computer Science; Engineering
J,"Morinha, F; Travassos, P; Seixas, F; Martins, A; Bastos, R; Carvalho, D; Magalhaes, P; Santos, M; Bastos, E; Cabral, JA",Differential mortality of birds killed at wind farms in Northern Portugal,BIRD STUDY,English,Article,,ENERGY DEVELOPMENT; BIASED MORTALITY; SEX; IMPACTS; BATS; CONSERVATION; SURVIVAL; WILDLIFE; TURBINES; SPAIN,"Capsule The Skylark Alauda arvensis had the highest overall mortality in ten Northern Portuguese wind farms surveyed between 2006 and 2011. Analysis from the integration of conventional and molecular techniques suggest a sex and age biased mortality affecting mainly adult males (90.9%), which may be related to their characteristic breeding male song-flights making them highly vulnerable to collision with wind turbines. The results highlight the added value of more complete population impact assessments that go beyond simple carcass identification at wind farms.",no,,36,15,17,0,46,BIRD STUDY,Bird Stud.,3-Apr,2014,61,2,10.1080/00063657.2014.883357,http://dx.doi.org/10.1080/00063657.2014.883357,,,5,Ornithology,Science Citation Index Expanded (SCI-EXPANDED),Zoology
J,"Law, PR; Fuller, M","Evaluating anthropogenic landscape alterations as wildlife hazards, with wind farms as an example",ECOLOGICAL INDICATORS,English,Article,Bats; Birds; Demographic costs; Landscape alteration; Raptors; Spatially localized hazard,BAT FATALITY; ENERGY INFRASTRUCTURE; AVIAN INTERACTIONS; BIRD MORTALITY; BEHAVIOR; TURBINES; IMPACTS; FACILITIES; COLLISIONS; RAPTORS,"Anthropogenic alterations to landscape are indicators of potential compromise of that landscape's ecology. We describe how alterations can be assessed as 'hazards' to wildlife through a sequence of three steps: diagnosing the means by which the hazard acts on individual organisms at risk; estimating the fitness cost of the hazard to those individuals and the rate at which that cost occurs; and translating that cost rate into a demographic cost by identifying the relevant demographically-closed population. We exploit the conservation-oriented literature on wind farms to illustrate this conceptual scheme. For wind farms, the third component has received less attention than the first two, which suggests it is the most challenging of the three components. A wind farm provides an example of a 'spatially localized hazard', i.e., a discrete alteration of landscape hazardous to some population but of which there are some individuals that do not interact directly with the hazard themselves but nevertheless suffer a reduction in fitness in terms of their contribution to the next generation. Spatially localized hazards are identified via the third component of the scheme and are of particular conservation concern as, by their nature, their depredations on wildlife may be underestimated without an appropriate population-level estimation of the demographic cost of the hazard.",no,,64,4,4,3,23,ECOL INDIC,Ecol. Indic.,NOV,2018,94,,10.1016/j.ecolind.2018.06.061,http://dx.doi.org/10.1016/j.ecolind.2018.06.061,,,6,Biodiversity Conservation; Environmental Sciences,Science Citation Index Expanded (SCI-EXPANDED),Biodiversity & Conservation; Environmental Sciences & Ecology
J,"Zadeh, AT; Malzer, M; Simon, J; Beck, S; Moll, J; Krozer, V",Range-Doppler Analysis for Rain Detection at Ka-Band: Numerical and Experimental Results From Laboratory and Field Measurements,IEEE JOURNAL OF SELECTED TOPICS IN APPLIED EARTH OBSERVATIONS AND REMOTE SENSING,English,Article,Rain; Doppler radar; Radar cross-sections; Doppler effect; Frequency measurement; Birds; Atmosphere; millimeter wave radar; radar signal processing; wind energy,WIND TURBINE-BLADES; RADAR; ATTENUATION; SYSTEM,"Radar technology in the millimeter-wave frequency band offers many interesting features for wind park surveillance, such as structural monitoring of rotor blades or the detection of bats and birds in the vicinity of wind turbines (WTs). Currently, the majority of WTs are affected by shutdown algorithms to minimize animal fatalities via direct collision with the rotor blades or barotrauma effects. The presence of rain is an important parameter in the definition of those algorithms together with wind speed, temperature, time of the day, and season of the year. A Ka-band frequency-modulated continuous-wave radar (33.4-36.0 GHz) installed at the tower of a 2-MW WT was used during a field study. We have observed characteristic rain-induced patterns, based on the range-Doppler algorithm. To better understand those signatures, we have developed a laboratory experiment and implemented a numerical modeling framework. Experimental and numerical results for rain detection and classification are presented and discussed here. Based on this article, a bat- and bird-friendly adaptive WT control can be developed for improved WT efficiency in periods of rain and, at the same time, reduced animal mortality.",no,,28,2,2,0,8,IEEE J-STARS,IEEE J. Sel. Top. Appl. Earth Observ. Remote Sens.,,2020,13,,10.1109/JSTARS.2020.2975281,http://dx.doi.org/10.1109/JSTARS.2020.2975281,,,7,"Engineering, Electrical & Electronic; Geography, Physical; Remote Sensing; Imaging Science & Photographic Technology",Science Citation Index Expanded (SCI-EXPANDED),Engineering; Physical Geography; Remote Sensing; Imaging Science & Photographic Technology
J,"Goodale, MW; Milman, A",Cumulative adverse effects of offshore wind energy development on wildlife,JOURNAL OF ENVIRONMENTAL PLANNING AND MANAGEMENT,English,Review,adverse effects; cumulative effects; mitigation; offshore wind farm; wildlife,IMPACT ASSESSMENT; BAT FATALITIES; COMPENSATORY MITIGATION; WETLAND MITIGATION; FARMS; BIRD; SEABIRDS; BEHAVIOR; TURBINES; SCALE,"Offshore wind energy development (OWED) is being pursued as a critical component in achieving a low-carbon energy economy. While the potential generating capacity is high, the cumulative effects of expansion of OWED on wildlife remain unclear. Since environmental regulations in many countries require analysis of the cumulative adverse effects (CAE) during permitting processes, this paper reviews the state of knowledge on CAE of OWED on wildlife. We synthesize ecological research on the effects of OWED on wildlife; delineate a framework for determining the scope of CAE assessments; describe approaches to avoiding, minimizing and compensating for CAE; and discuss critical uncertainties.",no,,109,21,24,7,146,J ENVIRON PLANN MAN,J. Environ. Plan. Manag.,2-Jan,2016,59,1,10.1080/09640568.2014.973483,http://dx.doi.org/10.1080/09640568.2014.973483,,,21,Development Studies; Regional & Urban Planning,Social Science Citation Index (SSCI),Development Studies; Public Administration
J,"Gaulke, SM; Hohoff, T; Rogness, BA; Davis, MA",Sampling methodology influences habitat suitability modeling for chiropteran species,ECOLOGY AND EVOLUTION,English,Article,active detection; bats; eastern red bat; habitat suitability model; hoary bat; mist-netting; passive detection; tri-colored bat,BATS LASIURUS-BOREALIS; RED BATS; INVENTORY; SELECTION,"Technological advances increase opportunities for novel wildlife survey methods. With increased detection methods, many organizations and agencies are creating habitat suitability models (HSMs) to identify critical habitats and prioritize conservation measures. However, multiple occurrence data types are used independently to create these HSMs with little understanding of how biases inherent to those data might impact HSM efficacy. We sought to understand how different data types can influence HSMs using three bat species (Lasiurus borealis, Lasiurus cinereus, and Perimyotis subflavus). We compared the overlap of models created from passive-only (acoustics), active-only (mist-netting and wind turbine mortalities), and combined occurrences to identify the effect of multiple data types and detection bias. For each species, the active-only models had the highest discriminatory ability to tell occurrence from background points and for two of the three species, active-only models preformed best at maximizing the discrimination between presence and absence values. By comparing the niche overlaps of HSMs between data types, we found a high amount of variation with no species having over 45% overlap between the models. Passive models showed more suitable habitat in agricultural lands, while active models showed higher suitability in forested land, reflecting sampling bias. Overall, our results emphasize the need to carefully consider the influences of detection and survey biases on modeling, especially when combining multiple data types or using single data types to inform management interventions. Biases from sampling, behavior at the time of detection, false positive rates, and species life history intertwine to create striking differences among models. The final model output should consider biases of each detection type, particularly when the goal is to inform management decisions, as one data type may support very different management strategies than another.",no,,100,0,0,4,4,ECOL EVOL,Ecol. Evol.,JUN,2023,13,6,10.1002/ece3.10161,http://dx.doi.org/10.1002/ece3.10161,,,13,Ecology; Evolutionary Biology,Science Citation Index Expanded (SCI-EXPANDED),Environmental Sciences & Ecology; Evolutionary Biology
J,"Pretorius, M; Broders, H; Keith, M",Threat analysis of modelled potential migratory routes forMiniopterus natalensisin South Africa,AUSTRAL ECOLOGY,English,Article,bats; caves; conservation; least-cost path; migration; Miniopterus natalensis,INSECTIVOROUS BATS; DISPERSAL CORRIDORS; COMMUNITY STRUCTURE; NOCTURNAL INSECTS; ARTIFICIAL-LIGHT; EXTINCTION RISK; WIND TURBINE; URBANIZATION; CONSERVATION; LANDSCAPE,"Migrant cave-dwelling insectivores that rely on specific caves for maternity and hibernation, like the Natal long-fingered batsMiniopterus natalensisin South Africa, may be at particular risk of population decline in an urbanising world. As a step towards the conservation of caves and cave-dwelling bats in South Africa, this study aimed to (i) broadly identify the number of caves used by bats (any species) and specificallyM. natalensis, throughout South Africa, (ii) investigate the number of maternity and hibernacula roosts currently known forM. natalensis, (iii) assess the number of caves located in formal protected areas, (iv) determine potential migration paths/corridors between hibernacula and maternity sites and (v) evaluate the potential threats (like onshore wind facilities) along potential migratory routes. A meta-analysis of scientific literature and websites was conducted to identify caves throughout South Africa and locations of maternity and hibernacula roosts forM. natalensis. Roosts were assessed to determine whether (i) they were located in protected areas, (ii) they were used for eco-tourism and (iii) the distance to primary roads and onshore wind energy facilities. Next, likely migratory paths were modelled between maternity and hibernacula sites using least-cost path analysis and the threats along potential routes were investigated. A total of 92 caves were identified, 50 were reported to contain bats.M. natalensiswere recorded in 37 caves, and of those, only 9% are currently located inside protected areas. A total of 12 least-cost paths were modelled, and various paths intersected potential threat risk elements. Our analysis provides the first description of the potential migration corridors forM. natalensisin South Africa, as well as the current conservation status of bat-inhabited caves. For a developing country set to experience increased urbanisation pressures, this study highlights the need for conservation measures for South African caves and the dependent bats.",no,,123,2,2,4,19,AUSTRAL ECOL,Austral Ecol.,DEC,2020,45,8,10.1111/aec.12940,http://dx.doi.org/10.1111/aec.12940,,20-Sep,13,Ecology,Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI),Environmental Sciences & Ecology
J,"Allison, TD; Jedrey, E; Perkins, S",Avian issues for-offshore wind development,MARINE TECHNOLOGY SOCIETY JOURNAL,English,Article,,ENERGY DEVELOPMENT; CLIMATE-CHANGE; MIGRATION; IMPACTS; BIRDS; BATS,"Wind energy is the fastest growing source of electricity in the U. S., and the energy potential in the offshore environment is enormous. Environmental concerns have focused on effects on birds,and in this paper we briefly review these effects in the context of methods for assessing preconstruction risk and postconstruction impact. Federal statutes and legislation, including the National Environmental Policy Act, Federal Energy Act of 2005, the Endangered Species Act, and the Migratory Bird Treaty will require that prospective developers conduct some form of avian risk assessment prior to construction. Such preconstruction studies should utilize a Before-After-Control-Impact (BACI) design. Offshore wind farms pose three primary threats to birds: barrier effects due to flight avoidance, habitat loss (due to displacement), and fatalities resulting from collisions with turbine blades. All have been demonstrated at land-based and coastal wind farms, and flight avoidance and shifts in habitat use have been demonstrated in the offshore environment for a limited number of species in Europe. The additive effect of these impacts to bird populations may be trivial under current levels of development, but could become ecologically significant as offshore installations increase as projected. Interpreting the ecological significance of these effects requires additional research, especially on understanding the importance of winter foraging habitat and population delineation, particularly for waterfowl. Such research and preconstruction studies will be expensive, and we suggest public funding of these efforts and private-public partnerships as is currently underway in some states.",no,,48,11,11,1,84,MAR TECHNOL SOC J,Mar. Technol. Soc. J.,SUM,2008,42,2,10.4031/002533208786829115,http://dx.doi.org/10.4031/002533208786829115,,,11,"Engineering, Ocean; Oceanography",Science Citation Index Expanded (SCI-EXPANDED),Engineering; Oceanography
C,"Deese, J; Deodhar, N; Vermillion, C",Nested Plant/Controller Co-Design Using G-Optimal Design and Extremism Seeking: Theoretical Framework and Application to an Airborne Wind Energy System,IFAC PAPERSONLINE,English,Proceedings Paper,Optimization; co-design; energy systems; wind energy; airborne wind energy,,"This paper presents a unique nested optimization framework for the co-design of a physical system (plant) and controller, which leverages optimal Design of Experiments (DoE) techniques for the plant optimization and extremum seeking for the control system optimization. At each iteration of the optimization, candidate plant parameters are generated by using G-optimal DoE. Unlike gradient-based approaches, the use of optimal DoE enables efficient global exploration of a plant design space that can contain multiple local optima. For each candidate plant design, the corresponding controller optimization is performed in real time, using extremum seeking. This enables the real-time adjustment of controller parameters during the course of simulations or experiments, thereby expediting the overall optimization process. The co-design process is carried out iteratively, where sub-optimal plant designs are rejected based on a response surface characterization and hypothesis testing. The co-design framework was validated in simulation for a Buoyant Airborne Turbine (BAT). Here, the optimized plant parameters were a reference area scale factor (scales the horizontal and vertical stabilizer areas uniformly) and center of mass location, whereas the optimized control parameter was the pitch angle setpoint. After four complete iterations, the flight performance index improved and the feasible plant design space (i.e., the locus of plant design parameters that could possibly be optimal, based on hypothesis testing) shrunk by 99%. (C) 2017, IFAC (International Federation of Automatic Control) Hosting by Elsevier Ltd. All rights reserved.",no,,27,6,6,0,1,IFAC PAPERSONLINE,IFAC PAPERSONLINE,,2017,50,1,10.1016/j.ifacol.2017.08.1182,http://dx.doi.org/10.1016/j.ifacol.2017.08.1182,,,7,Automation & Control Systems,Conference Proceedings Citation Index - Science (CPCI-S),Automation & Control Systems
